id,prediction
0,0.0
1,0.0
2,0.0
3,85.31425199508666
4,500.5331311416626
5,1098.0131735229493
6,1874.9653921508789
7,2573.7932232666017
8,2080.5157945251467
9,2555.8939990234376
10,2700.838791503906
11,2455.747815856934
12,2717.5345947265623
13,2516.8241809082033
14,2350.9068041992186
15,1879.6623974609374
16,1399.0284043121337
17,634.8413661956787
18,257.9253816604614
19,25.979913372397423
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,120.00890358924866
28,853.8056907653809
29,1617.180401611328
30,1960.5255944824219
31,2567.2635913085937
32,3922.325018005371
33,4047.2520141601562
34,3746.0874072265624
35,2379.0073987579344
36,2776.655185317993
37,2663.084600219727
38,2569.850790710449
39,2461.4788096618654
40,1940.9697964477539
41,1037.974655380249
42,404.24646938323974
43,96.8783385270834
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,29.88047930717468
51,177.16187042236328
52,721.2560359191895
53,1325.9537225341796
54,2628.617213745117
55,3439.0861877441407
56,3686.5510009765626
57,4420.448977050782
58,4476.175
59,4296.485578613281
60,3963.0447741699218
61,3918.426604003906
62,2573.808600769043
63,1702.4633880615233
64,869.0863719177246
65,749.7243665313721
66,352.53757843017576
67,78.19896681785583
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,7.680824612975121
75,109.68059381961822
76,419.3403627586365
77,1125.885200958252
78,1981.8347979736327
79,3277.80859375
80,3489.184610900879
81,2639.1067864990237
82,2696.8061947631836
83,2584.5754058837892
84,3106.0920220947264
85,2659.3357832336424
86,2544.3307833862305
87,2395.366600341797
88,1861.61359375
89,807.3062168884277
90,315.96903148651126
91,160.53372303962706
92,6.023229751940817
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,44.089315499067304
99,187.11587511062623
100,578.2506091308594
101,1793.4487957763672
102,2653.694994506836
103,3093.4705923461916
104,4291.333215332032
105,4606.927595214844
106,4836.7528076171875
107,4471.816796875
108,4368.2694165039065
109,3811.7090002441405
110,3316.079797363281
111,3027.437590332031
112,1982.3782025146484
113,978.9622298431397
114,411.97234924316405
115,186.46202114105225
116,13.138204976916313
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,50.847341125905515
123,232.5455106163025
124,740.5629464721679
125,1606.8271966552734
126,2095.9289880371093
127,3386.4247988891602
128,3355.508203125
129,3274.9904232788085
130,3106.050202331543
131,2821.0137963867187
132,2857.027825012207
133,2966.7968090820314
134,2141.1280059814453
135,1905.5520071411133
136,1017.1017993164063
137,903.3694161987305
138,449.1547053909302
139,182.9461978530884
140,18.430286831855774
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,113.81994632005691
147,339.9428358459473
148,882.5059507751465
149,1923.858187866211
150,2690.3227923583986
151,3780.6801940917967
152,4346.482805175781
153,4641.487407226563
154,3839.0527868652343
155,3777.719002685547
156,3838.6215979003905
157,3561.2367980957033
158,2797.9072039794924
159,2410.9271881103514
160,1561.7734048461914
161,1052.3838479614258
162,544.6548749542236
163,202.25574691772462
164,27.9190503180027
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,11.850361078381539
171,62.64979164123535
172,250.74148651123048
173,348.65446311950683
174,442.05810203552244
175,457.99593578338624
176,440.169801902771
177,497.90813690185547
178,601.7618083572388
179,1041.858353652954
180,1743.1216047668456
181,2738.7888006591797
182,2172.5527993774413
183,1796.176792449951
184,1288.8413958740234
185,692.8403768157959
186,331.25790348052976
187,156.91280668258668
188,20.11958015024662
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,52.285198608636854
195,168.16941868782044
196,400.2834049987793
197,1000.0594964790345
198,1322.088896484375
199,2680.713198852539
200,2090.1792977905275
201,2781.847208862305
202,3136.5685767364503
203,2119.8694064331053
204,2629.642413330078
205,2629.2046099853515
206,2563.4268003845214
207,1420.898601989746
208,890.4280062866211
209,518.4281386566162
210,204.85483348846435
211,78.98269412875176
212,9.971721298992634
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,29.8418219268322
219,102.28434473514557
220,240.88815570831298
221,611.9686158752442
222,761.6854830551148
223,1059.7246029663086
224,3043.1565768432615
225,2677.4901928710938
226,2217.071997680664
227,1934.974801635742
228,933.9857989501953
229,885.2614912414551
230,701.3528787231445
231,679.2509790039062
232,558.8548513793945
233,438.45501258850095
234,266.3155533313751
235,96.05184138059616
236,11.159756264090538
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,16.913875925540925
243,105.08113001823425
244,324.2235432434082
245,1203.9339703369142
246,1812.8880099487305
247,2862.1119970703126
248,2482.873782043457
249,1707.4574011230468
250,2069.7577935791014
251,2572.8054293823243
252,2718.7996197509765
253,2503.2171923828123
254,1890.9198095703125
255,2197.1444076538087
256,1259.599012145996
257,1136.3747970581055
258,512.7533297348023
259,194.76564611434935
260,50.01268373608589
261,0.0
262,0.0
263,0.0
264,0.0
265,6.113769691288471
266,87.07139241695404
267,169.41462946891784
268,407.7406692504883
269,657.8521810913086
270,892.3438911437988
271,1020.6283996391296
272,1420.795193786621
273,1853.2360081481934
274,1991.3696073913575
275,1516.5303965759276
276,1436.2999993896485
277,901.9222009849549
278,954.5417986869812
279,624.6905731201172
280,653.558250541687
281,407.1827486038208
282,169.0031400680542
283,72.72075831890106
284,12.38390574157238
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,78.80919564247131
291,169.60067885398865
292,537.0290415382385
293,692.6971028900147
294,1078.0681935119628
295,1862.5749971008302
296,1570.362203063965
297,2620.9194216918945
298,2169.543215637207
299,2442.4202172851565
300,1598.0712001037598
301,1672.0242095947265
302,1609.5771955871583
303,1653.3000021362304
304,1218.5095992660522
305,812.3550034332276
306,359.0401233291626
307,176.28083116173744
308,57.01284975647926
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,33.27437759399414
315,208.00175839424134
316,490.7372235488892
317,838.0065613555909
318,1142.079404373169
319,1700.336008911133
320,2200.224409942627
321,3098.2885906982424
322,3090.698611755371
323,1845.758209991455
324,2137.9644177246096
325,2307.423804321289
326,1831.2183959960937
327,1061.461655731201
328,892.4368020629882
329,661.061162185669
330,210.60703049540518
331,104.03573002338409
332,14.640944401025772
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,21.444421926736833
339,84.9985661649704
340,247.4473428428173
341,510.17324836730955
342,891.7248352813721
343,1151.091266479492
344,1175.8515922546387
345,1298.1452043151855
346,1203.2151942443847
347,1902.3400158691406
348,1306.4986094665528
349,1282.8464028930664
350,1525.3193836975097
351,1189.2671980285645
352,1182.4003680419921
353,531.8306666946411
354,212.80249921798705
355,109.1173086309433
356,21.3043910959363
357,0.0
358,0.0
359,0.0
360,0.0
361,7.02704854875803
362,32.25192271888256
363,173.53716166496278
364,355.94241014480593
365,533.1436203765869
